,name,distance,mass,luminocity,discovery_date,planet_type,orbital_radius,planet_hoststar_name,planet_letter,planet_name,planet_discovery_method,planet_existance_in_question,num_of_planets_in_system,planet_orbital_period,planet_orbital_period_error1,planet_orbital_period_error2,planet_minimum_orbital_period,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,planet_maximum_limit_orbtial_period,planet_eccentricity,planet_eccentricity_error1,planet_eccentricity_error2,planet_eccentricity_limit,planet_orbital_inclination,planet_orbital_inclination_error1,planet_orbital_inclination_error2,planet_min_orbital_inclination,mass_in_kg,mass_in_unit_error1,mass_in_unit_error2,minimum_mass_in_unit,mass_unit,planet_radius_in_unit,planet_radius_in_unit_error1,planet_radius_in_unit_error2,minimum_planet_radius_in_unit,planet_density,planet_density_error1,planet_density_error2,minimum_planet_density,planet_orbital_inclination_compared_to_others,kepler_telescope_data,k2_telescope_data,num_of_notes,right_ascension_east_n_west_base60,right_ascension_east_n_west_base10,right_ascension_north_n_south_base60,right_ascension_north_n_south_base10,steller_distance,steller_distance_error1,steller_distance_error2,minimum_steller_distance,dist_from_gaia_paralax,dist_from_gaia_paralax_error1,dist_from_gaia_paralax_error2,minimum_dist_from_gaia_paralax,steller_magnitude,steller_magnitude_error,minimum_steller_magnitude,steller_optical_magnitude_band,photometric_visibility,photometric_visibility_error,photometric_visibility_magnitude,temperature_of_hoststar,temperature_of_hoststar_error1,temperature_of_hoststar_error2,minimum_temperature_of_hoststar,mass_of_hoststar,mass_of_hoststar_error1,mass_of_hoststar_error2,minimum_mass_of_hoststar,mass_of_hoststar.1,radius_of_hoststar_error1,radius_of_hoststar_error2,minimum_radius_of_hoststar,date_of_last_update,observer,gravity,suitable_type,goldilock,suitable_speed
2555,Kepler-244 c,3483.0,486 Earths,15.545,2014,Super Earth,0.087 AU,Kepler-242,c,kepler-242 c,Transit,0,2,14.496481,8.3e-05,-8.3e-05,0.0,0.109,,,0.0,,,,,,,,,,,,,,0.178,0.11,-0.11,0.0,,,,,0,1,0,1,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,610.6,11.44,-11.44,0.0,610.6,11.44,-11.44,0.0,15.376,,0.0,Kepler-band,15.349,,0.0,5020.0,200.0,-200.0,0.0,,,,,0.85,0.52,-0.52,0.0,2014-05-14,Kepler,4178461.284779029,True,False,False
2556,Kepler-244 d,3483.0,152 Earths,15.545,2014,Super Earth,0.14 AU,Kepler-243,b,kepler-243 b,Transit,0,2,5.715442,1.1e-05,-1.1e-05,0.0,0.062,,,0.0,,,,,,,,,,,,,,0.219,0.103,-0.103,0.0,,,,,0,1,0,1,19h00m26.51s,285.11047,+42d02m02.2s,42.033958,707.94,9.98,-9.98,0.0,707.94,9.98,-9.98,0.0,15.086,,0.0,Kepler-band,15.057,,0.0,5228.0,200.0,-200.0,0.0,,,,,0.84,0.4,-0.4,0.0,2014-05-14,Kepler,863327.3037744527,True,False,False
2557,Kepler-245 b,2879.0,713 Earths,15.597,2014,Neptune-like,0.071 AU,Kepler-243,c,kepler-243 c,Transit,0,2,20.026218,0.000163,-0.000163,0.0,0.142,,,0.0,,,,,,,,,,,,,,0.178,0.087,-0.087,0.0,,,,,0,1,0,1,19h00m26.51s,285.11047,+42d02m02.2s,42.033958,707.94,9.98,-9.98,0.0,707.94,9.98,-9.98,0.0,15.086,,0.0,Kepler-band,15.057,,0.0,5228.0,200.0,-200.0,0.0,,,,,0.84,0.4,-0.4,0.0,2014-05-14,Kepler,6130129.41573549,False,False,False
2558,Kepler-245 c,2879.0,22565.81498 Earths,15.597,2014,Super Earth,0.124 AU,Kepler-244,b,kepler-244 b,Transit,0,3,4.311792,8e-06,-8e-06,0.0,0.05,,,0.0,,,,,,,,,,,,,,0.246,0.103,-0.103,0.0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0.0,1067.62,36.93,-36.93,0.0,15.604,,0.0,Kepler-band,15.545,,0.0,5554.0,200.0,-200.0,0.0,,,,,0.8,0.34,-0.34,0.0,2014-05-14,Kepler,101578296.83532505,True,False,False
2559,Kepler-245 d,2879.0,216 Earths,15.597,2014,Neptune-like,0.202 AU,Kepler-244,c,kepler-244 c,Transit,0,3,9.767292,4.6e-05,-4.6e-05,0.0,0.087,,,0.0,,,,,,,,,,,,,,0.183,0.078,-0.078,0.0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0.0,1067.62,36.93,-36.93,0.0,15.604,,0.0,Kepler-band,15.545,,0.0,5554.0,200.0,-200.0,0.0,,,,,0.8,0.34,-0.34,0.0,2014-05-14,Kepler,1756999.709316675,False,False,False
2560,Kepler-245 e,2879.0,371 Earths,15.597,2016,Super Earth,Unknown,Kepler-244,d,kepler-244 d,Transit,0,3,20.050401,0.00013,-0.00013,0.0,0.14,,,0.0,,,,,,,,,,,,,,0.206,0.087,-0.087,0.0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0.0,1067.62,36.93,-36.93,0.0,15.604,,0.0,Kepler-band,15.545,,0.0,5554.0,200.0,-200.0,0.0,,,,,0.8,0.34,-0.34,0.0,2014-05-14,Kepler,2381549.358361499,True,False,False
2561,Kepler-246 b,2079.0,608 Earths,15.042,2014,Neptune-like,0.052 AU,Kepler-245,b,kepler-245 b,Transit,0,4,7.49019,1.9e-05,-1.9e-05,0.0,0.071,,,0.0,,,,,,,,,,,,,,0.229,0.016,-0.016,0.0,,,,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,26.34,-26.34,0.0,882.65,26.34,-26.34,0.0,15.599,,0.0,Kepler-band,15.597,,0.0,5100.0,100.0,-100.0,0.0,,,,,0.8,0.05,-0.05,0.0,2014-05-14,Kepler,3158295.289283311,False,False,False
2562,Kepler-246 c,2079.0,286 Earths,15.042,2014,Super Earth,0.095 AU,Kepler-245,c,kepler-245 c,Transit,0,4,17.460812,7.6e-05,-7.6e-05,0.0,0.124,,,0.0,,,,,,,,,,,,,,0.194,0.015,-0.015,0.0,,,,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,26.34,-26.34,0.0,882.65,26.34,-26.34,0.0,15.599,,0.0,Kepler-band,15.597,,0.0,5100.0,100.0,-100.0,0.0,,,,,0.8,0.05,-0.05,0.0,2014-05-14,Kepler,2070058.845091868,True,False,False
2563,Kepler-247 b,2206.0,333 Earths,15.047,2014,Super Earth,0.042 AU,Kepler-245,d,kepler-245 d,Transit,0,4,36.277108,0.000173,-0.000173,0.0,0.202,,,0.0,,,,,,,,,,,,,,0.27,0.019,-0.019,0.0,,,,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,26.34,-26.34,0.0,882.65,26.34,-26.34,0.0,15.599,,0.0,Kepler-band,15.597,,0.0,5100.0,100.0,-100.0,0.0,,,,,0.8,0.05,-0.05,0.0,2014-05-14,Kepler,1244333.585285966,True,False,False
2564,Kepler-247 c,2206.0,157 Earths,15.047,2014,Neptune-like,0.084 AU,Kepler-245,e,kepler-245 e,Transit,0,4,3.21982106,4.74e-06,-4.74e-06,0.0,,,,,,,,,,,,,,,,,,0.156,0.007,-0.005,0.0,,,,,0,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,26.34,-26.34,0.0,882.65,26.34,-26.34,0.0,15.599,,0.0,Kepler-band,15.597,,0.0,5100.0,100.0,-100.0,0.0,,,,,0.8,0.05,-0.05,0.0,2016-05-10,Kepler,1757399.8041031002,False,False,False
2565,Kepler-247 d,2206.0,147 Earths,15.047,2014,Neptune-like,0.14 AU,Kepler-246,b,kepler-246 b,Transit,0,2,4.60182,8e-06,-8e-06,0.0,0.052,,,0.0,,,,,,,,,,,,,,0.209,0.107,-0.107,0.0,,,,,0,1,0,1,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,637.44,9.19,-9.19,0.0,637.44,9.19,-9.19,0.0,15.024,,0.0,Kepler-band,15.042,,0.0,5206.0,200.0,-200.0,0.0,,,,,0.83,0.42,-0.42,0.0,2014-05-14,Kepler,916737.2541837412,False,False,False
2566,Kepler-248 b,2462.0,938 Earths,15.233,2014,Neptune-like,0.066 AU,Kepler-246,c,kepler-246 c,Transit,0,2,11.187161,7.5e-05,-7.5e-05,0.0,0.095,,,0.0,,,,,,,,,,,,,,0.134,0.068,-0.068,0.0,,,,,0,1,0,1,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,637.44,9.19,-9.19,0.0,637.44,9.19,-9.19,0.0,15.024,,0.0,Kepler-band,15.042,,0.0,5206.0,200.0,-200.0,0.0,,,,,0.83,0.42,-0.42,0.0,2014-05-14,Kepler,14230277.185501063,False,False,False
2567,Kepler-248 c,2462.0,156 Earths,15.233,2014,Neptune-like,0.123 AU,Kepler-247,b,kepler-247 b,Transit,0,3,3.33616,7e-06,-7e-06,0.0,0.042,,,0.0,,,,,,,,,,,,,,0.146,0.041,-0.041,0.0,,,,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,676.38,14.02,-14.02,0.0,676.38,14.02,-14.02,0.0,15.067,,0.0,Kepler-band,15.047,,0.0,5100.0,200.0,-200.0,0.0,,,,,0.77,0.21,-0.21,0.0,2014-05-14,Kepler,1993604.497531796,False,False,False
2568,Kepler-249 b,624.0,132 Earths,15.23,2014,Super Earth,0.035 AU,Kepler-247,c,kepler-247 c,Transit,0,3,9.439452,7e-06,-7e-06,0.0,0.084,,,0.0,,,,,,,,,,,,,,0.365,0.102,-0.102,0.0,,,,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,676.38,14.02,-14.02,0.0,676.38,14.02,-14.02,0.0,15.067,,0.0,Kepler-band,15.047,,0.0,5100.0,200.0,-200.0,0.0,,,,,0.77,0.21,-0.21,0.0,2014-05-14,Kepler,269903.3781273816,True,False,False
2569,Kepler-249 c,624.0,289 Earths,15.23,2014,Super Earth,0.058 AU,Kepler-247,d,kepler-247 d,Transit,0,3,20.477912,2.6e-05,-2.6e-05,0.0,0.14,,,0.0,,,,,,,,,,,,,,0.352,0.098,-0.098,0.0,,,,,1,1,0,1,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,676.38,14.02,-14.02,0.0,676.38,14.02,-14.02,0.0,15.067,,0.0,Kepler-band,15.047,,0.0,5100.0,200.0,-200.0,0.0,,,,,0.77,0.21,-0.21,0.0,2014-05-14,Kepler,635378.6736802158,True,False,False
2570,Kepler-249 d,624.0,309 Earths,15.23,2014,Super Earth,0.097 AU,Kepler-248,b,kepler-248 b,Transit,0,2,6.308205,1e-05,-1e-05,0.0,0.066,,,0.0,,,,,,,,,,,,,,0.269,0.032,-0.032,0.0,,,,,0,1,0,1,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,754.65,13.19,-13.19,0.0,754.65,13.19,-13.19,0.0,15.258,,0.0,Kepler-band,15.233,,0.0,5190.0,161.0,-161.0,0.0,,,,,0.83,0.1,-0.1,0.0,2014-05-14,Kepler,1163252.6146540204,True,False,False
2571,Kepler-24 b,3901.0,5085.25408 Earths,14.923,2011,Neptune-like,0.08 AU,Kepler-248,c,kepler-248 c,Transit,0,2,16.239494,2.4e-05,-2.4e-05,0.0,0.123,,,0.0,,,,,,,,,,,,,,0.363,0.044,-0.044,0.0,,,,,0,1,0,1,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,754.65,13.19,-13.19,0.0,754.65,13.19,-13.19,0.0,15.258,,0.0,Kepler-band,15.233,,0.0,5190.0,161.0,-161.0,0.0,,,,,0.83,0.1,-0.1,0.0,2014-05-14,Kepler,10512827.172325842,False,False,False
